"","X","uid","item","finalrating","recommendationId","SelectionCandidateStatus"
"2860",2860,410,1990,3,2,1
"2861",2861,410,1991,4,5,1
"2862",2862,410,1992,4,9,1
"2863",2863,410,1993,5,6,1
"2868",2868,413,1998,4,1,1
"2869",2869,413,1999,4,9,1
"2872",2872,413,2002,5,2,1
"2873",2873,413,2003,3,5,1
"2879",2879,416,2007,5,5,1
"2880",2880,416,2008,5,5,1
"2882",2882,416,2010,4,2,1
"2883",2883,416,2011,5,6,1
"2886",2886,417,2014,3,2,1
"2888",2888,417,2016,3,8,1
"2889",2889,417,2017,5,1,1
"2890",2890,417,2018,5,7,1
"2891",2891,417,2019,3,0,1
"2892",2892,417,2020,4,0,1
"2895",2895,417,2022,3,1,1
"2899",2899,419,2026,4,1,1
"2900",2900,419,540,3,9,1
"2901",2901,419,2027,5,6,1
"2904",2904,419,2030,4,7,1
"2906",2906,419,2032,5,4,1
"2909",2909,420,1150,5,8,1
"2910",2910,420,2033,5,5,1
"2911",2911,420,2034,5,6,1
"2913",2913,420,2036,4,8,1
"2914",2914,420,2037,4,8,1
"2915",2915,420,2037,3,9,1
"2916",2916,420,2038,4,6,1
"2918",2918,420,1169,5,7,1
"2919",2919,420,1409,4,7,1
"2921",2921,420,2040,3,1,1
"2922",2922,420,429,3,3,1
"2923",2923,420,2041,3,0,1
"2924",2924,420,41,4,5,1
"2925",2925,420,2042,3,3,1
"2926",2926,420,1164,5,6,1
"2927",2927,420,59,3,5,1
"2928",2928,420,2043,4,3,1
"2929",2929,420,2044,3,2,1
"2930",2930,420,2044,4,3,1
"2931",2931,420,2045,4,2,1
"2932",2932,420,2046,4,0,1
"2933",2933,420,2047,3,2,1
"2934",2934,420,316,3,3,1
"2936",2936,421,2049,3,1,1
"2937",2937,421,2050,4,1,1
"2940",2940,421,2052,4,7,1
"2941",2941,421,2053,4,8,1
"2942",2942,421,2054,3,8,1
"2943",2943,421,2055,3,0,1
"2944",2944,421,2055,5,6,1
"2945",2945,421,2055,3,8,1
"2947",2947,421,2057,5,6,1
"2948",2948,421,2057,4,7,1
"2950",2950,421,2058,4,0,1
"2952",2952,422,19,4,6,1
"2953",2953,422,819,3,1,1
"2954",2954,422,2059,4,6,1
"2955",2955,422,865,4,2,1
"2956",2956,422,167,4,2,1
"2957",2957,422,10,3,0,1
"2958",2958,422,10,4,1,1
"2959",2959,422,64,5,6,1
"2960",2960,422,504,5,6,1
"2985",2985,430,189,5,5,1
"2987",2987,430,819,4,7,1
"2988",2988,430,2070,3,1,1
"2989",2989,430,465,4,8,1
"2990",2990,430,2071,4,0,1
"2991",2991,430,61,4,2,1
"2992",2992,430,167,4,2,1
"2993",2993,430,171,4,1,1
"2994",2994,430,433,5,5,1
"2996",2996,430,168,5,7,1
"2999",2999,430,181,4,1,1
"3000",3000,430,345,3,0,1
"3001",3001,430,510,5,3,1
"3003",3003,431,2073,5,8,1
"3004",3004,431,2074,2,0,1
"3005",3005,431,2075,5,3,1
"3006",3006,431,2076,3,9,1
"3008",3008,431,2078,4,2,1
"3019",3019,436,2087,5,2,1
"3020",3020,436,2088,3,0,1
"3021",3021,436,2089,4,2,1
"3022",3022,436,2090,4,3,1
"3023",3023,436,2091,5,5,1
"3024",3024,436,2092,4,1,1
"3027",3027,436,2094,4,5,1
"3028",3028,436,2095,4,7,1
"3029",3029,436,2096,5,5,1
"3030",3030,436,2097,3,0,1
"3031",3031,436,2098,5,0,1
"3033",3033,436,2100,4,5,1
"3034",3034,436,2101,4,6,1
"3035",3035,436,2102,4,7,1
"3036",3036,436,2103,4,8,1
"3037",3037,436,2103,3,9,1
"3038",3038,436,2104,4,2,1
"3039",3039,436,2105,2,0,1
"3040",3040,436,2106,4,8,1
"3042",3042,436,2108,3,2,1
"3043",3043,436,2109,5,0,1
"3057",3057,441,2122,5,6,1
"3058",3058,441,2123,4,7,1
"3059",3059,441,2124,5,3,1
"3060",3060,441,2125,5,9,1
"3062",3062,441,167,4,2,1
"3064",3064,441,433,4,6,1
"3066",3066,442,2127,4,7,1
"3067",3067,442,2128,4,9,1
"3068",3068,442,2129,4,1,1
"3069",3069,442,2130,4,8,1
"3070",3070,442,2131,3,0,1
"3071",3071,442,171,3,0,1
"3072",3072,442,10,4,0,1
"3073",3073,442,64,5,5,1
"3074",3074,442,93,4,2,1
"3075",3075,442,93,4,3,1
"3076",3076,442,345,5,0,1
"3077",3077,442,2132,4,4,1
"3080",3080,444,126,3,8,1
"3081",3081,444,167,4,2,1
"3083",3083,444,349,4,0,1
"3084",3084,444,64,4,5,1
"3086",3086,444,11,3,6,1
"3087",3087,444,2134,3,7,1
"3088",3088,444,181,4,1,1
"3089",3089,444,93,5,2,1
"3090",3090,444,460,3,5,1
"3091",3091,444,345,3,0,1
"3094",3094,445,20,5,7,1
"3095",3095,445,428,3,3,1
"3096",3096,445,64,4,5,1
"3097",3097,445,93,5,2,1
"3098",3098,445,93,4,3,1
"3099",3099,445,1534,3,0,1
"3104",3104,447,1329,4,9,1
"3105",3105,447,392,5,9,1
"3106",3106,447,2135,4,4,1
"3107",3107,447,2136,5,5,1
"3109",3109,447,2138,5,9,1
"3111",3111,447,349,2,0,1
"3114",3114,447,93,4,1,1
"3115",3115,447,472,3,3,1
"3116",3116,447,2140,5,4,1
"3117",3117,447,1327,4,2,1
"3118",3118,447,2141,3,0,1
"3120",3120,448,892,3,8,1
"3123",3123,448,648,5,5,1
"3124",3124,448,167,4,1,1
"3125",3125,448,2143,5,3,1
"3126",3126,448,2144,5,6,1
"3127",3127,448,169,4,2,1
"3148",3148,455,496,5,1,1
"3149",3149,455,465,4,8,1
"3152",3152,455,1530,3,1,1
"3154",3154,455,168,4,7,1
"3155",3155,455,1345,5,5,1
"3164",3164,459,2164,4,4,1
"3165",3165,459,2165,5,7,1
"3166",3166,459,2166,3,0,1
"3167",3167,459,2167,5,0,1
"3168",3168,459,2168,4,2,1
"3169",3169,459,2141,4,0,1
"3180",3180,464,2178,5,8,1
"3182",3182,464,2179,4,0,1
"3183",3183,464,61,5,0,1
"3184",3184,464,1334,5,4,1
"3185",3185,464,167,3,2,1
"3186",3186,464,64,5,9,1
"3187",3187,464,735,5,8,1
"3193",3193,467,2184,3,2,1
"3194",3194,467,2185,3,1,1
"3195",3195,467,2186,5,0,1
"3196",3196,467,2187,5,5,1
"3197",3197,467,2187,3,6,1
"3198",3198,467,2188,3,3,1
"3201",3201,469,2191,5,2,1
"3202",3202,469,2192,5,8,1
"3203",3203,469,2193,4,2,1
"3204",3204,469,2194,5,0,1
"3205",3205,469,2194,5,1,1
"3206",3206,469,2195,3,1,1
"3207",3207,469,2196,3,2,1
"3210",3210,471,13,3,2,1
"3211",3211,471,2198,5,5,1
"3212",3212,471,620,4,5,1
"3213",3213,471,170,2,2,1
"3214",3214,471,6,4,4,1
"3217",3217,471,41,3,4,1
"3218",3218,471,41,4,9,1
"3219",3219,471,430,5,8,1
"3220",3220,471,171,4,1,1
"3222",3222,471,11,5,6,1
"3223",3223,471,1615,3,7,1
"3224",3224,471,468,4,6,1
"3225",3225,471,168,4,7,1
"3226",3226,471,342,4,3,1
"3227",3227,471,343,4,2,1
"3228",3228,471,343,4,5,1
"3231",3231,471,181,4,1,1
"3232",3232,471,345,3,0,1
"3233",3233,471,576,3,1,1
"3234",3234,471,335,5,0,1
"3237",3237,472,2201,3,0,1
"3238",3238,472,2201,3,3,1
"3239",3239,472,2202,5,2,1
"3253",3253,475,466,4,6,1
"3254",3254,475,2212,4,0,1
"3257",3257,475,172,3,6,1
"3258",3258,475,1190,3,6,1
"3261",3261,475,2213,3,8,1
"3262",3262,475,1191,4,1,1
"3264",3264,476,2215,3,3,1
"3265",3265,476,2216,4,1,1
"3266",3266,476,2217,4,3,1
"3267",3267,476,2218,4,5,1
"3268",3268,476,2218,4,7,1
"3269",3269,476,2219,5,3,1
"3270",3270,476,2220,4,2,1
"3271",3271,476,2221,3,8,1
"3272",3272,476,2222,5,7,1
"3273",3273,476,2223,5,6,1
"3275",3275,477,2225,3,0,1
"3277",3277,477,2227,4,8,1
"3278",3278,477,2228,4,7,1
"3279",3279,477,2229,4,6,1
"3281",3281,478,416,4,9,1
"3282",3282,478,622,5,1,1
"3283",3283,478,21,3,0,1
"3284",3284,478,27,4,6,1
"3285",3285,478,623,4,9,1
"3287",3287,478,41,5,4,1
"3289",3289,479,2231,5,8,1
"3290",3290,479,2232,4,8,1
"3293",3293,479,2235,2,8,1
"3294",3294,479,2236,4,4,1
"3297",3297,480,2239,4,2,1
"3298",3298,480,2240,4,6,1
"3300",3300,480,2241,5,6,1
"3301",3301,480,2242,5,4,1
"3302",3302,480,2243,4,8,1
"3313",3313,483,6,5,2,1
"3316",3316,483,363,5,2,1
"3317",3317,483,167,5,2,1
"3321",3321,483,2252,5,5,1
"3322",3322,483,436,3,5,1
"3323",3323,483,168,5,7,1
"3324",3324,483,181,4,1,1
"3325",3325,483,93,4,2,1
"3326",3326,483,94,5,5,1
"3342",3342,488,2268,4,0,1
"3343",3343,488,2269,4,9,1
"3344",3344,488,2270,5,7,1
"3345",3345,488,2271,4,1,1
"3346",3346,488,2272,4,8,1
"3347",3347,488,2273,5,4,1
"3349",3349,488,2275,5,6,1
"3350",3350,488,2276,4,5,1
"3351",3351,488,2277,4,1,1
"3354",3354,489,1037,4,1,1
"3355",3355,489,1037,5,7,1
"3357",3357,489,2281,5,9,1
"3359",3359,489,2283,4,3,1
"3360",3360,489,2284,5,9,1
"3361",3361,489,2285,4,8,1
"3362",3362,489,2286,5,9,1
"3363",3363,489,2287,4,4,1
"3364",3364,489,2288,4,1,1
"3366",3366,490,2290,4,4,1
"3367",3367,490,352,5,6,1
"3368",3368,490,2291,5,7,1
"3369",3369,490,2292,2,1,1
"3371",3371,490,2294,4,9,1
"3391",3391,497,2310,3,9,1
"3392",3392,497,2311,5,7,1
"3393",3393,497,2312,5,5,1
"3394",3394,497,2313,4,2,1
"3395",3395,497,2314,4,0,1
"3396",3396,497,2315,5,7,1
"3398",3398,498,13,4,7,1
"3399",3399,498,2316,4,3,1
"3401",3401,498,2070,4,1,1
"3402",3402,498,1405,5,6,1
"3403",3403,498,2318,5,9,1
"3404",3404,498,30,3,2,1
"3405",3405,498,41,3,4,1
"3406",3406,498,2319,5,2,1
"3407",3407,498,501,4,2,1
"3409",3409,498,11,3,6,1
"3410",3410,498,2320,4,7,1
"3411",3411,498,344,3,4,1
"3413",3413,498,345,3,0,1
"3422",3422,501,1245,4,6,1
"3423",3423,501,1246,4,1,1
"3424",3424,501,2180,4,5,1
"3426",3426,501,2329,4,2,1
"3429",3429,503,2332,4,3,1
"3430",3430,503,1397,4,7,1
"3432",3432,503,326,5,5,1
"3434",3434,503,890,5,9,1
"3437",3437,503,2335,5,5,1
"3438",3438,503,1616,5,4,1
"3439",3439,503,472,5,0,1
"3450",3450,508,2342,5,4,1
"3451",3451,508,2343,5,5,1
"3453",3453,508,2344,4,3,1
"3454",3454,508,2345,4,0,1
"3455",3455,508,2346,3,1,1
"3458",3458,509,337,5,0,1
"3459",3459,509,2347,3,0,1
"3460",3460,509,912,5,3,1
"3461",3461,509,2348,4,7,1
"3462",3462,509,168,5,7,1
"3485",3485,518,620,4,5,1
"3486",3486,518,424,5,9,1
"3487",3487,518,430,4,8,1
"3489",3489,518,167,4,2,1
"3490",3490,518,2371,5,5,1
"3491",3491,518,64,5,6,1
"3493",3493,518,315,4,2,1
"3495",3495,518,344,3,4,1
"3496",3496,518,181,3,1,1
"3497",3497,518,345,4,0,1
"3502",3502,519,819,4,7,1
"3503",3503,519,503,3,8,1
"3504",3504,519,167,3,2,1
"3505",3505,519,171,4,1,1
"3506",3506,519,10,5,1,1
"3507",3507,519,172,5,5,1
"3508",3508,519,1534,5,0,1
"3515",3515,521,13,2,9,1
"3517",3517,521,428,5,4,1
"3518",3518,521,2374,4,1,1
"3519",3519,521,312,3,1,1
"3522",3522,522,13,4,5,1
"3524",3524,522,46,4,6,1
"3526",3526,522,59,5,5,1
"3527",3527,522,890,5,4,1
"3528",3528,522,64,3,6,1
"3538",3538,524,2381,4,4,1
"3539",3539,524,2382,5,8,1
"3541",3541,524,2383,2,1,1
"3542",3542,524,1142,4,2,1
"3543",3543,524,2384,5,9,1
"3545",3545,525,13,5,9,1
"3548",3548,525,469,4,0,1
"3550",3550,525,21,3,0,1
"3551",3551,525,27,4,5,1
"3552",3552,525,623,3,9,1
"3553",3553,525,46,4,6,1
"3554",3554,525,2379,4,0,1
"3555",3555,525,2377,4,3,1
"3556",3556,525,2377,3,9,1
"3558",3558,525,171,2,0,1
"3559",3559,525,10,5,1,1
"3560",3560,525,10,4,2,1
"3561",3561,525,64,4,6,1
"3562",3562,525,472,5,3,1
"3563",3563,525,368,3,2,1
"3564",3564,525,459,4,7,1
"3565",3565,525,2380,4,7,1
"3567",3567,525,130,5,4,1
"3569",3569,526,13,5,5,1
"3571",3571,526,469,5,0,1
"3572",3572,526,6,4,4,1
"3576",3576,526,890,5,4,1
"3577",3577,526,167,3,2,1
"3578",3578,526,10,4,1,1
"3579",3579,526,64,5,6,1
"3580",3580,526,2380,5,7,1
"3586",3586,529,19,4,5,1
"3587",3587,529,126,5,8,1
"3588",3588,529,304,4,8,1
"3589",3589,529,171,3,0,1
"3590",3590,529,10,4,1,1
"3591",3591,529,168,3,7,1
"3593",3593,529,472,5,3,1
"3594",3594,529,129,3,1,1
"3595",3595,529,130,4,5,1
"3607",3607,534,2397,3,8,1
"3608",3608,534,2398,3,1,1
"3609",3609,534,2398,4,3,1
"3610",3610,534,2398,5,5,1
"3612",3612,534,2400,5,0,1
"3613",3613,534,2401,2,1,1
"3614",3614,534,2402,3,0,1
"3615",3615,534,2402,5,7,1
"3616",3616,534,2403,4,8,1
"3617",3617,534,2404,5,7,1
"3619",3619,534,2406,4,6,1
"3621",3621,534,2408,3,9,1
"3622",3622,534,2409,3,1,1
"3626",3626,536,2412,4,0,1
"3627",3627,536,2413,3,9,1
"3628",3628,536,2414,5,9,1
"3629",3629,536,2415,4,6,1
"3630",3630,536,2416,5,3,1
"3636",3636,539,2422,5,4,1
"3637",3637,539,2423,2,0,1
"3638",3638,539,2424,4,1,1
"3639",3639,539,2425,4,0,1
"3641",3641,539,2427,5,8,1
"3642",3642,539,2428,4,5,1
"3644",3644,540,2429,5,7,1
"3646",3646,540,2430,4,0,1
"3648",3648,540,2432,4,4,1
"3655",3655,542,2434,3,8,1
"3656",3656,542,2435,5,5,1
"3657",3657,542,2435,5,7,1
"3658",3658,542,2436,3,9,1
"3659",3659,542,2437,5,7,1
"3660",3660,542,2437,4,9,1
"3667",3667,544,2442,3,1,1
"3669",3669,544,2444,5,8,1
"3670",3670,544,2445,5,4,1
"3672",3672,544,2447,5,0,1
"3685",3685,548,2458,5,6,1
"3686",3686,548,1906,4,3,1
"3687",3687,548,2459,4,8,1
"3688",3688,548,2460,4,8,1
"3691",3691,548,2462,3,8,1
"3692",3692,548,2463,4,5,1
"3693",3693,548,2464,5,8,1
"3694",3694,548,2464,5,9,1
"3696",3696,548,2466,3,0,1
"3698",3698,548,2226,4,3,1
"3699",3699,548,2312,4,4,1
"3700",3700,548,2242,5,4,1
"3701",3701,548,2467,5,1,1
"3702",3702,548,2468,4,5,1
"3703",3703,548,2469,4,9,1
"3705",3705,548,2471,4,9,1
"3718",3718,553,14,5,6,1
"3719",3719,553,466,4,9,1
"3723",3723,553,1172,5,5,1
"3724",3724,553,2479,4,1,1
"3725",3725,553,890,4,3,1
"3726",3726,553,2045,4,2,1
"3728",3728,553,1378,4,0,1
"3729",3729,553,1378,5,5,1
"3730",3730,553,11,4,4,1
"3732",3732,553,2480,2,0,1
"3737",3737,556,2483,5,9,1
"3739",3739,556,20,4,1,1
"3740",3740,556,2485,5,0,1
"3742",3742,556,125,5,8,1
"3743",3743,556,30,5,3,1
"3744",3744,556,61,5,2,1
"3747",3747,556,349,3,1,1
"3748",3748,556,10,2,0,1
"3749",3749,556,10,4,1,1
"3750",3750,556,2487,5,5,1
"3751",3751,556,313,5,5,1
"3752",3752,556,11,5,6,1
"3753",3753,556,180,5,6,1
"3754",3754,556,472,5,4,1
"3763",3763,558,2496,3,9,1
"3764",3764,558,2497,3,1,1
"3767",3767,558,2500,3,2,1
"3778",3778,561,2511,4,0,1
"3779",3779,561,2512,5,9,1
"3782",3782,561,2515,3,8,1
"3783",3783,561,2516,5,4,1
"3784",3784,561,2517,5,5,1
"3789",3789,563,2522,5,4,1
"3790",3790,563,2523,3,2,1
"3792",3792,563,2525,4,8,1
"3793",3793,563,2526,5,5,1
"3800",3800,566,2533,4,4,1
"3802",3802,566,2535,3,9,1
"3803",3803,566,2536,5,5,1
"3805",3805,566,2538,5,4,1
"3806",3806,566,2539,3,9,1
"3807",3807,566,2408,5,8,1
"3809",3809,566,2540,4,0,1
"3818",3818,570,2544,5,3,1
"3819",3819,570,2545,4,4,1
"3821",3821,570,2547,4,7,1
"3822",3822,570,2548,3,2,1
"3825",3825,571,2550,3,3,1
"3826",3826,571,2551,4,7,1
"3827",3827,571,816,3,3,1
"3828",3828,571,6,4,2,1
"3829",3829,571,2552,4,4,1
"3830",3830,571,2553,5,7,1
"3831",3831,571,2554,5,9,1
"3832",3832,571,2555,5,1,1
"3834",3834,571,622,4,3,1
"3835",3835,571,2556,5,7,1
"3836",3836,571,2250,4,7,1
"3837",3837,571,2251,5,3,1
"3838",3838,571,2557,3,0,1
"3839",3839,571,2558,5,6,1
"3842",3842,571,2559,5,3,1
"3845",3845,571,2561,2,0,1
"3847",3847,571,962,5,6,1
"3848",3848,571,2562,5,4,1
"3849",3849,571,817,4,2,1
"3850",3850,571,363,4,2,1
"3851",3851,571,171,5,1,1
"3852",3852,571,10,4,1,1
"3853",3853,571,2563,3,0,1
"3854",3854,571,364,2,1,1
"3856",3856,571,436,5,5,1
"3857",3857,571,2564,5,0,1
"3859",3859,571,2566,5,5,1
"3860",3860,571,2567,5,7,1
"3861",3861,571,182,4,0,1
"3862",3862,571,914,4,8,1
"3870",3870,573,1052,3,0,1
"3871",3871,573,354,4,1,1
"3872",3872,573,613,4,7,1
"3873",3873,573,1124,4,8,1
"3875",3875,573,615,3,0,1
"3876",3876,573,617,4,9,1
"3877",3877,573,618,4,1,1
"3882",3882,575,466,5,6,1
"3883",3883,575,496,4,0,1
"3888",3888,575,172,5,6,1
"3889",3889,575,315,4,2,1
"3890",3890,575,345,4,3,1
"3898",3898,578,496,4,0,1
"3899",3899,578,167,3,2,1
"3901",3901,578,168,5,7,1
"3902",3902,578,343,3,5,1
"3903",3903,578,344,3,4,1
"3913",3913,581,2585,4,3,1
"3914",3914,581,2585,4,9,1
"3917",3917,581,2588,5,2,1
"3919",3919,581,2590,4,8,1
"3920",3920,581,2591,4,1,1
"3922",3922,581,2593,4,0,1
"3923",3923,581,2593,4,2,1
"3924",3924,581,2594,3,0,1
"3925",3925,581,2595,3,0,1
"3926",3926,581,2595,5,1,1
"3927",3927,581,2595,3,2,1
"3928",3928,581,2596,4,1,1
"3941",3941,586,2606,3,0,1
"3942",3942,586,2607,3,2,1
"3943",3943,586,2608,4,1,1
"3944",3944,586,2609,4,1,1
"3952",3952,588,2615,5,6,1
"3953",3953,588,167,4,2,1
"3954",3954,588,64,5,5,1
"3955",3955,588,64,5,6,1
"3956",3956,588,168,5,7,1
"3958",3958,588,344,5,4,1
"3960",3960,588,93,4,1,1
"3961",3961,588,345,4,0,1
"3963",3963,588,2140,5,4,1
"3964",3964,588,1327,3,2,1
"3966",3966,589,2617,4,9,1
"3967",3967,589,2618,5,9,1
"3969",3969,589,2620,4,7,1
"3970",3970,589,2621,5,6,1
"3971",3971,589,2622,4,0,1
"3973",3973,589,2624,3,2,1
"3976",3976,590,166,5,6,1
"3977",3977,590,6,5,4,1
"3978",3978,590,30,4,0,1
"3979",3979,590,304,4,8,1
"3980",3980,590,428,5,1,1
"3982",3982,590,2626,5,5,1
"3983",3983,590,10,4,1,1
"3984",3984,590,1530,3,1,1
"3985",3985,590,315,3,2,1
"3986",3986,590,345,4,3,1
"3988",3988,591,1627,5,8,1
"3989",3989,591,2627,4,2,1
"3990",3990,591,1628,4,7,1
"3991",3991,591,1629,4,5,1
"3994",3994,591,2628,5,3,1
"4002",4002,594,13,4,1,1
"4003",4003,594,13,4,9,1
"4004",4004,594,21,3,0,1
"4005",4005,594,1186,4,1,1
"4006",4006,594,125,5,0,1
"4007",4007,594,337,5,5,1
"4008",4008,594,41,3,9,1
"4010",4010,594,64,4,6,1
"4011",4011,594,344,4,4,1
"4012",4012,594,367,5,6,1
"4013",4013,594,181,3,1,1
"4014",4014,594,350,3,3,1
"4023",4023,597,2642,4,1,1
"4024",4024,597,519,5,7,1
"4026",4026,597,2643,3,1,1
"4027",4027,597,130,5,5,1
"4029",4029,598,166,4,6,1
"4031",4031,598,2644,5,6,1
"4034",4034,598,1559,3,8,1
"4035",4035,598,2646,4,1,1
"4036",4036,598,733,5,6,1
"4037",4037,598,167,4,2,1
"4038",4038,598,171,3,1,1
"4040",4040,598,314,4,6,1
"4041",4041,598,64,5,6,1
"4042",4042,598,11,5,4,1
"4043",4043,598,315,4,2,1
"4044",4044,598,2647,5,4,1
"4045",4045,598,168,3,7,1
"4046",4046,598,181,4,1,1
"4049",4049,600,2649,5,6,1
"4050",4050,600,19,5,5,1
"4051",4051,600,19,5,6,1
"4052",4052,600,6,5,4,1
"4053",4053,600,2650,4,5,1
"4054",4054,600,819,4,1,1
"4055",4055,600,2651,3,7,1
"4056",4056,600,556,4,8,1
"4057",4057,600,865,4,2,1
"4058",4058,600,10,3,1,1
"4060",4060,600,172,5,5,1
"4061",4061,600,866,2,9,1
"4067",4067,603,2653,3,2,1
"4068",4068,603,1626,3,9,1
"4069",4069,603,1627,3,8,1
"4071",4071,603,2654,4,0,1
"4072",4072,603,2655,4,9,1
"4073",4073,603,2656,5,5,1
"4074",4074,603,1628,5,7,1
"4075",4075,603,1629,4,5,1
"4076",4076,603,1630,5,0,1
"4077",4077,603,2657,4,5,1
"4078",4078,603,2658,5,3,1
"4079",4079,603,2659,3,0,1
"4080",4080,603,2660,3,5,1
"4082",4082,603,2662,4,4,1
"4083",4083,603,2663,4,8,1
"4084",4084,603,2664,4,1,1
"4085",4085,603,2665,4,1,1
"4086",4086,603,2665,4,3,1
"4088",4088,603,1633,4,6,1
"4090",4090,604,1906,4,3,1
"4091",4091,604,2666,4,1,1
"4093",4093,604,2667,4,7,1
"4094",4094,604,2668,3,5,1
"4095",4095,604,400,4,8,1
"4099",4099,607,2670,4,2,1
"4100",4100,607,2671,3,9,1
"4103",4103,607,2674,4,2,1
"4105",4105,608,2675,5,4,1
"4106",4106,608,166,5,6,1
"4107",4107,608,19,5,5,1
"4108",4108,608,6,4,4,1
"4110",4110,608,304,4,8,1
"4111",4111,608,465,5,8,1
"4112",4112,608,430,3,8,1
"4113",4113,608,10,4,1,1
"4114",4114,608,11,4,6,1
"4119",4119,609,21,5,0,1
"4120",4120,609,1162,3,2,1
"4122",4122,609,167,4,2,1
"4123",4123,609,10,4,1,1
"4124",4124,609,10,5,2,1
"4125",4125,609,64,4,5,1
"4126",4126,609,64,5,6,1
"4127",4127,609,93,4,1,1
"4128",4128,609,575,4,5,1
"4132",4132,610,19,4,6,1
"4133",4133,610,6,5,4,1
"4134",4134,610,819,5,7,1
"4135",4135,610,503,3,8,1
"4138",4138,610,10,4,1,1
"4139",4139,610,364,2,1,1
"4140",4140,610,64,5,6,1
"4141",4141,610,172,5,5,1
"4142",4142,610,436,4,6,1
"4143",4143,610,1534,5,0,1
"4146",4146,612,23,4,6,1
"4147",4147,612,2318,5,1,1
"4149",4149,612,8,5,0,1
"4150",4150,612,93,4,2,1
"4151",4151,612,93,4,3,1
"4152",4152,612,94,5,5,1
"4154",4154,613,416,4,9,1
"4155",4155,613,2678,4,2,1
"4157",4157,613,125,4,8,1
"4158",4158,613,1333,2,0,1
"4159",4159,613,2347,5,0,1
"4160",4160,613,61,3,2,1
"4163",4163,613,313,5,6,1
"4164",4164,613,11,5,6,1
"4165",4165,613,2679,5,7,1
"4171",4171,615,2683,4,4,1
"4174",4174,615,2685,5,5,1
"4175",4175,615,2686,4,1,1
"4177",4177,615,2688,4,0,1
"4178",4178,615,2689,4,2,1
"4180",4180,616,2690,5,4,1
"4181",4181,616,2691,5,3,1
"4182",4182,616,125,4,0,1
"4183",4183,616,1343,3,0,1
"4184",4184,616,2692,5,5,1
"4185",4185,616,575,4,5,1
"4186",4186,616,575,4,7,1
"4224",4224,2,2726,3,9,0
"4225",4225,2,2727,2,4,0
"4226",4226,2,2727,2,7,0
"4228",4228,2,2729,3,8,0
"4229",4229,2,2730,1,7,0
"4230",4230,2,2731,2,3,0
"4231",4231,2,2732,1,1,0
"4233",4233,2,2734,1,5,0
"4234",4234,2,2735,1,8,0
"4235",4235,2,2736,1,4,0
"4237",4237,2,2738,3,1,0
"4239",4239,2,2740,2,0,0
"4240",4240,2,2741,3,0,0
"4242",4242,2,2743,2,2,0
"4243",4243,2,2744,2,1,0
"4244",4244,2,2745,1,5,0
"4246",4246,2,2747,2,3,0
"4247",4247,2,2748,4,0,0
"4248",4248,2,2749,2,9,0
"4249",4249,2,2750,1,7,0
"4250",4250,2,469,2,0,0
"4251",4251,2,2751,3,2,0
"4252",4252,2,2752,1,5,0
"4253",4253,2,2753,2,3,0
"4254",4254,2,2754,1,5,0
"4256",4256,2,2756,2,6,0
"4257",4257,2,2757,1,7,0
"4258",4258,2,2758,1,6,0
"4259",4259,2,471,3,9,0
"4260",4260,2,2759,2,5,0
"4261",4261,2,2760,1,0,0
"4262",4262,2,2761,2,1,0
"4264",4264,2,432,2,3,0
"4265",4265,2,2763,3,2,0
"4298",4298,3,2795,1,0,0
"4299",4299,3,2796,2,6,0
"4301",4301,3,2798,2,3,0
"4302",4302,3,13,2,9,0
"4303",4303,3,159,2,1,0
"4304",4304,3,2799,3,2,0
"4305",4305,3,2800,1,6,0
"4307",4307,3,2801,3,8,0
"4308",4308,3,2802,2,7,0
"4309",4309,3,2803,1,8,0
"4310",4310,3,2198,2,6,0
"4311",4311,3,2804,1,5,0
"4312",4312,3,14,2,6,0
"4313",4313,3,14,1,8,0
"4315",4315,3,2805,1,9,0
"4318",4318,3,2807,2,3,0
"4320",4320,3,667,2,5,0
"4321",4321,3,2808,1,4,0
"4322",4322,3,170,3,2,0
"4323",4323,3,1402,1,6,0
"4324",4324,3,1402,1,7,0
"4325",4325,3,1402,1,8,0
"4326",4326,3,2809,2,8,0
"4327",4327,3,2809,2,9,0
"4328",4328,3,2810,4,1,0
"4329",4329,3,1793,2,0,0
"4330",4330,3,496,3,2,0
"4331",4331,3,2811,1,1,0
"4332",4332,3,2812,1,3,0
"4333",4333,3,2813,2,0,0
"4335",4335,3,2814,1,5,0
"4337",4337,3,2816,1,6,0
"4338",4338,3,346,2,6,0
"4342",4342,3,2819,3,2,0
"4343",4343,3,2820,1,4,0
"4344",4344,3,2821,2,4,0
"4345",4345,3,347,2,1,0
"4346",4346,3,2822,2,3,0
"4347",4347,3,2675,2,0,0
"4348",4348,3,2823,3,0,0
"4349",4349,3,2824,1,2,0
"4350",4350,3,166,1,6,0
"4351",4351,3,2825,2,9,0
"4352",4352,3,2826,2,2,0
"4354",4354,3,2828,1,4,0
"4355",4355,3,469,3,0,0
"4356",4356,3,469,3,1,0
"4358",4358,3,2751,2,3,0
"4360",4360,3,6,2,0,0
"4361",4361,3,6,1,4,0
"4362",4362,3,2829,2,3,0
"4363",4363,3,2830,2,8,0
"4364",4364,3,2831,2,7,0
"4365",4365,3,2832,2,9,0
"4366",4366,3,2833,1,0,0
"4367",4367,3,2834,1,7,0
"4369",4369,3,2835,2,8,0
