"","X","uid","item","finalrating","recommendationId","SelectionCandidateStatus"
"16911",16911,152,809,2,5,0
"5656",5656,16,3761,3,2,0
"26346",26346,265,6447,2,6,0
"53280",53280,571,33043,1,6,0
"20792",20792,201,13662,2,0,0
"34329",34329,345,22006,2,0,0
"26117",26117,265,17173,1,4,0
"1622",1622,235,672,4,5,1
"706",706,80,167,5,2,1
"22838",22838,231,15060,2,4,0
"37759",37759,382,24175,1,4,0
"1284",1284,179,915,4,1,1
"31070",31070,314,17370,1,2,0
"53535",53535,573,14129,3,1,0
"30170",30170,303,19552,1,3,0
"55795",55795,598,3002,2,3,0
"44949",44949,464,28313,1,0,0
"53565",53565,573,8652,1,3,0
"13930",13930,115,9003,1,3,0
"4255",4255,2,2755,1,4,0
"4439",4439,3,2878,2,7,0
"9258",9258,52,6251,2,7,0
"55862",55862,600,2838,1,2,0
"12746",12746,99,151,2,9,0
"26739",26739,268,15259,3,2,0
"45188",45188,467,28451,3,8,0
"13863",13863,115,8959,2,4,0
"54503",54503,581,33671,1,8,0
"3291",3291,479,2233,5,5,1
"47864",47864,497,30055,1,7,0
"9025",9025,49,6109,1,6,0
"6052",6052,25,4002,2,9,0
"34280",34280,345,21965,2,4,0
"10694",10694,75,6993,1,4,0
"22728",22728,227,14135,2,8,0
"26258",26258,265,3810,2,6,0
"37395",37395,378,23935,1,6,0
"47160",47160,488,29524,3,0,0
"35991",35991,363,23099,3,0,0
"54522",54522,581,33689,2,3,0
"3885",3885,575,2371,5,5,1
"3436",3436,503,171,4,0,1
"46986",46986,488,29404,1,6,0
"16744",16744,151,10827,2,2,0
"23552",23552,236,15382,2,7,0
"30939",30939,314,6217,1,5,0
"48488",48488,503,5978,1,5,0
"14701",14701,124,9427,2,6,0
"55281",55281,594,8,3,9,0
"46060",46060,476,28887,1,6,0
"47265",47265,489,29604,2,7,0
"7472",7472,34,5040,2,5,0
"34350",34350,345,22024,2,3,0
"43887",43887,445,2614,1,6,0
"36619",36619,371,23466,2,5,0
"16767",16767,151,10848,3,3,0
"34131",34131,343,21860,1,6,0
"23445",23445,236,15332,2,2,0
"2543",2543,359,1760,5,6,1
"589",589,65,459,5,7,1
"2792",2792,400,469,4,0,1
"50046",50046,525,8,1,0,0
"36961",36961,376,23630,1,6,0
"6687",6687,28,4458,1,5,0
"56206",56206,603,28106,2,1,0
"9230",9230,52,3903,2,1,0
"31422",31422,316,304,2,8,0
"21877",21877,216,14441,3,1,0
"14178",14178,117,5245,4,1,0
"40248",40248,410,25621,3,2,0
"18932",18932,177,12441,2,0,0
"16900",16900,152,10970,4,0,0
"53234",53234,571,6230,3,9,0
"46384",46384,479,29049,1,6,0
"43768",43768,442,27735,2,0,0
"34561",34561,347,22175,2,2,0
"6675",6675,28,4450,1,1,0
"25503",25503,260,16788,1,5,0
"9451",9451,54,6393,1,3,0
"22543",22543,226,14885,1,4,0
"48099",48099,498,64,2,4,0
"37220",37220,378,23804,1,8,0
"54926",54926,589,22989,2,1,0
"1071",1071,147,747,4,8,1
"1878",1878,268,189,5,7,1
"34754",34754,349,1703,4,1,0
"2887",2887,417,2015,4,6,1
"45580",45580,471,28622,2,2,0
"35247",35247,357,2751,1,1,0
"34282",34282,345,21966,1,7,0
"2255",2255,317,81,5,3,1
"53362",53362,571,33078,2,6,0
"31906",31906,322,4994,2,7,0
"10549",10549,75,6904,1,4,0
"11962",11962,86,7710,1,9,0
"34123",34123,343,21853,1,6,0
"45389",45389,471,326,2,7,0
"9207",9207,52,6229,2,7,0
"34303",34303,345,21981,1,6,0
"35269",35269,357,344,2,4,0
"3585",3585,529,166,5,6,1
"9413",9413,54,6364,2,8,0
"39056",39056,394,7356,2,9,0
"2249",2249,316,64,4,6,1
"44731",44731,459,27760,1,5,0
"27112",27112,272,1345,2,0,0
"3689",3689,548,2461,5,3,1
"1489",1489,220,1079,4,0,1
"57216",57216,615,34763,1,4,0
"4172",4172,615,2684,4,7,1
"52910",52910,566,31435,1,4,0
"57173",57173,615,34734,2,6,0
"35407",35407,359,22655,1,4,0
"6849",6849,28,4579,3,2,0
"20756",20756,199,13634,1,7,0
"18336",18336,172,11962,1,9,0
"7171",7171,32,4827,3,3,0
"48065",48065,498,30151,1,4,0
"52915",52915,566,2401,1,8,0
"34581",34581,347,22185,2,0,0
"27082",27082,272,9493,3,1,0
"7741",7741,36,5200,2,1,0
"23577",23577,236,5093,1,7,0
"36414",36414,371,23324,2,5,0
"25544",25544,260,16826,2,4,0
"6912",6912,28,4628,3,9,0
"41639",41639,422,4951,2,2,0
"50892",50892,540,8782,1,5,0
"25493",25493,260,16781,2,7,0
"40245",40245,410,25618,2,8,0
"22517",22517,226,14862,2,6,0
"10197",10197,70,3818,1,6,0
"36082",36082,365,23124,2,5,0
"26508",26508,268,4094,2,6,0
"52222",52222,556,32401,2,1,0
"36987",36987,376,23655,2,0,0
"37377",37377,378,23921,2,6,0
"16109",16109,147,10291,2,1,0
"3236",3236,472,2200,4,9,1
"20820",20820,201,1083,2,8,0
"47017",47017,488,29430,2,7,0
"37553",37553,378,24039,1,3,0
"56765",56765,609,1615,1,7,0
"32962",32962,335,304,2,8,0
"7252",7252,32,4904,2,0,0
"9224",9224,52,125,2,0,0
"8052",8052,40,1174,2,9,0
"50262",50262,529,5978,2,5,0
"2151",2151,310,1517,5,4,1
"35162",35162,355,22502,2,6,0
"12615",12615,98,3194,2,8,0
"1331",1331,186,952,4,1,1
"35600",35600,361,22818,3,0,0
"3520",3520,521,2375,4,3,1
"10647",10647,75,3328,1,6,0
"37353",37353,378,23897,1,5,0
"1652",1652,239,178,5,3,1
"3221",3221,471,64,4,6,1
"51599",51599,548,2463,2,1,0
"11906",11906,86,125,1,4,0
"8729",8729,44,5926,2,8,0
"1325",1325,186,947,4,0,1
"256",256,28,222,4,3,1
"6674",6674,28,4449,3,0,0
"48010",48010,498,30141,1,9,0
"23834",23834,242,15552,1,4,0
"23390",23390,235,15297,2,9,0
"45955",45955,475,28845,1,7,0
"56361",56361,604,34410,3,1,0
"35815",35815,363,22964,1,6,0
"991",991,134,695,5,8,1
"47225",47225,488,29573,2,3,0
"4487",4487,3,2901,1,6,0
"19568",19568,186,304,2,1,0
"4535",4535,3,2938,3,2,0
"47178",47178,488,29536,2,7,0
"34977",34977,352,22398,2,9,0
"25470",25470,260,16762,3,3,0
"23116",23116,235,15180,2,9,0
"2338",2338,334,1339,4,2,1
"24052",24052,244,15719,1,6,0
"20801",20801,201,8219,1,5,0
"25908",25908,262,3343,2,2,0
"4799",4799,4,3097,1,3,0
"25683",25683,260,16942,1,4,0
"4587",4587,3,2968,1,1,0
"14839",14839,128,3819,3,9,0
"43686",43686,442,23061,3,2,0
"13888",13888,115,8977,3,0,0
"36666",36666,372,23493,1,7,0
"1679",1679,242,1104,3,1,1
"22803",22803,229,15034,1,7,0
"39504",39504,397,25203,1,9,0
"21532",21532,209,2958,1,6,0
"43598",43598,442,27651,1,7,0
"13235",13235,103,8489,3,0,0
"16303",16303,148,10449,1,0,0
"3286",3286,478,465,5,8,1
"34463",34463,345,22106,1,4,0
"30397",30397,307,19716,3,0,0
"39781",39781,400,364,2,1,0
"16065",16065,147,10250,1,6,0
"4700",4700,3,3029,1,5,0
"18740",18740,176,12271,1,4,0
"26692",26692,268,17410,2,8,0
"50664",50664,536,31492,1,6,0
"46342",46342,479,29015,2,9,0
"9716",9716,58,2957,1,5,0
"31127",31127,314,2929,3,8,0
"26634",26634,268,17383,3,0,0
"14911",14911,131,9526,3,9,0
"1131",1131,152,796,2,1,1
"10097",10097,67,1530,3,1,0
"47865",47865,497,30056,1,5,0
"25347",25347,260,16647,1,5,0
"53292",53292,571,33045,2,5,0
"9232",9232,52,6239,2,5,0
"28333",28333,286,18342,2,5,0
"56629",56629,607,34585,1,6,0
"4137",4137,610,171,3,1,1
"42404",42404,430,26828,3,3,0
"26704",26704,268,17420,1,3,0
"18739",18739,176,12270,2,8,0
"17708",17708,164,11557,3,1,0
"6951",6951,28,4655,2,6,0
"6550",6550,28,4358,3,1,0
"16554",16554,151,10665,1,6,0
"13805",13805,115,8908,2,4,0
"2388",2388,339,1630,3,0,1
"43727",43727,442,27719,1,6,0
"36966",36966,376,23635,1,1,0
"2591",2591,364,343,4,5,1
"6427",6427,28,4260,1,9,0
"6425",6425,28,4259,1,4,0
"37510",37510,378,24013,2,1,0
"56617",56617,607,34576,2,2,0
"55294",55294,594,342,2,4,0
"39346",39346,397,25065,2,3,0
"1936",1936,272,345,3,0,1
"28472",28472,286,3087,1,3,0
"26824",26824,269,17490,1,5,0
"34570",34570,347,22177,3,2,0
"32080",32080,324,20654,2,4,0
"42323",42323,430,5217,1,6,0
"37493",37493,378,24000,2,6,0
"50557",50557,534,31421,2,3,0
"7581",7581,34,130,2,4,0
"14066",14066,116,3696,1,7,0
"37578",37578,378,24058,1,6,0
"9006",9006,49,6099,3,0,0
"39306",39306,396,25031,1,5,0
"18963",18963,177,12467,1,7,0
"4245",4245,2,2746,3,9,0
"21895",21895,216,14453,2,0,0
"35333",35333,359,22605,3,8,0
"31293",31293,314,130,1,4,0
"1491",1491,220,1079,5,2,1
"52184",52184,556,3808,2,8,0
"1592",1592,235,1153,3,8,1
"15566",15566,142,9891,1,3,0
"30347",30347,306,19674,2,0,0
"6614",6614,28,239,1,7,0
"35023",35023,352,22417,1,2,0
"36523",36523,371,23402,2,0,0
"56343",56343,604,34396,1,5,0
"35415",35415,359,22657,3,2,0
"18849",18849,177,12371,2,4,0
"34031",34031,343,21771,3,8,0
"13926",13926,115,8999,2,9,0
"4117",4117,609,326,4,6,1
"31082",31082,314,20046,3,1,0
"17775",17775,164,11603,1,7,0
"55240",55240,594,34043,2,1,0
"14523",14523,120,9296,1,7,0
"2433",2433,347,146,3,8,1
"15309",15309,139,9760,2,3,0
"52197",52197,556,2478,1,8,0
"35835",35835,363,22977,1,8,0
"35870",35870,363,5034,2,4,0
"31899",31899,322,6,2,3,0
"35031",35031,352,22419,1,5,0
"34380",34380,345,22047,1,6,0
"8048",8048,40,5403,2,4,0
"19528",19528,186,2852,1,3,0
"53487",53487,573,14922,2,9,0
"4334",4334,3,1339,1,3,0
"9435",9435,54,6381,2,3,0
"36929",36929,376,23625,3,1,0
"1820",1820,259,1304,5,2,1
"18353",18353,172,11975,1,4,0
"40360",40360,410,25717,1,0,0
"13192",13192,103,8455,1,5,0
"35433",35433,359,22670,1,6,0
"51531",51531,548,32072,3,2,0
"8541",8541,44,5775,1,5,0
"51963",51963,553,1532,1,6,0
"23059",23059,235,1793,1,6,0
"5701",5701,17,2874,1,3,0
"11889",11889,86,2751,2,2,0
"19553",19553,186,12822,2,7,0
"21454",21454,208,14147,1,5,0
"14752",14752,124,9462,3,1,0
"11935",11935,86,7686,3,1,0
"19374",19374,184,12701,1,0,0
"56194",56194,603,34316,1,2,0
"47998",47998,498,2318,2,8,0
"19187",19187,179,435,2,7,0
"9048",9048,49,6127,1,5,0
"48512",48512,503,30380,3,2,0
"10041",10041,67,471,1,7,0
"26574",26574,268,17338,3,3,0
"50096",50096,526,5313,2,8,0
"48093",48093,498,8,2,8,0
"42346",42346,430,20,3,1,0
"24318",24318,247,15912,2,7,0
"41339",41339,421,26330,2,3,0
"50314",50314,529,181,2,0,0
"1812",1812,259,1296,5,2,1
"26676",26676,268,471,2,9,0
"37511",37511,378,24014,3,0,0
"9233",9233,52,6240,2,8,0
"46407",46407,479,29065,1,6,0
"35457",35457,359,22691,2,8,0
"34447",34447,345,22096,1,6,0
"22649",22649,227,3687,1,6,0
"34162",34162,343,21883,1,7,0
"7532",7532,34,3821,2,3,0
"52377",52377,558,2497,1,4,0
"50105",50105,526,31189,2,2,0
"19965",19965,189,13047,2,5,0
"43591",43591,442,5034,1,4,0
"37186",37186,378,23789,2,5,0
"45980",45980,475,2347,2,0,0
"9434",9434,54,6380,1,6,0
"4450",4450,3,33,1,6,0
"39478",39478,397,25179,1,8,0
"54288",54288,578,1532,3,0,0
"24891",24891,256,16323,1,0,0
"15720",15720,143,2931,2,4,0
"37097",37097,378,23724,1,5,0
"38803",38803,392,24682,2,8,0
"4319",4319,3,667,2,0,0
"14224",14224,117,368,1,2,0
"12749",12749,99,8250,1,4,0
"40255",40255,410,25627,2,3,0
"55450",55450,597,3808,2,5,0
"56394",56394,604,34432,1,5,0
"56226",56226,603,34325,2,1,0
"25465",25465,260,16758,2,4,0
"25750",25750,260,16999,2,9,0
"36578",36578,371,23434,1,5,0
"36623",36623,371,23469,2,2,0
"24941",24941,257,16361,2,7,0
"50333",50333,529,18127,2,7,0
"20899",20899,201,13710,2,2,0
"55461",55461,597,469,4,0,0
"19793",19793,186,5070,2,3,0
"54515",54515,581,33682,2,1,0
"30984",30984,314,20008,2,2,0
"3259",3259,475,169,4,3,1
"35374",35374,359,22642,1,7,0
"37810",37810,382,24209,1,4,0
"34488",34488,345,22121,2,8,0
"43213",43213,436,27417,2,6,0
"34998",34998,352,647,1,6,0
"29801",29801,298,19341,2,2,0
"7351",7351,34,4962,1,7,0
"32033",32033,324,20617,1,5,0
"4584",4584,3,2967,2,3,0
"1846",1846,262,1324,4,9,1
"35759",35759,363,22935,3,1,0
"28839",28839,288,5244,1,9,0
"37827",37827,382,24218,2,7,0
"6455",6455,28,4284,1,5,0
"30759",30759,311,5054,1,6,0
"40896",40896,416,26101,2,9,0
"3671",3671,544,2446,3,9,1
"7434",7434,34,5008,1,5,0
"36907",36907,376,23609,1,4,0
"50053",50053,525,8285,1,3,0
"26835",26835,269,17500,1,6,0
"55504",55504,597,169,2,2,0
"35932",35932,363,23054,2,6,0
"50907",50907,540,4059,2,9,0
"35182",35182,355,22517,1,2,0
"36073",36073,364,368,3,2,0
"12715",12715,99,8234,1,6,0
"43987",43987,447,3675,1,3,0
"34142",34142,343,21867,1,2,0
"5269",5269,9,3455,2,3,0
"11162",11162,77,4106,2,6,0
"39782",39782,400,2967,1,3,0
"6690",6690,28,4460,2,2,0
"7422",7422,34,4997,2,3,0
"40905",40905,416,26109,1,6,0
"23490",23490,236,15349,2,4,0
"10773",10773,75,7041,3,0,0
"53566",53566,573,33158,1,1,0
"18913",18913,177,12424,2,8,0
"36558",36558,371,23423,1,1,0
"55512",55512,597,9741,1,4,0
"14496",14496,120,9275,1,8,0
"47230",47230,488,29575,2,3,0
"12595",12595,98,8019,2,3,0
"35518",35518,360,22748,1,6,0
"38779",38779,392,24663,2,4,0
"18708",18708,176,12242,2,9,0
"1118",1118,151,786,5,4,1
"879",879,117,41,5,4,1
"37494",37494,378,24001,2,9,0
"40415",40415,410,25765,1,6,0
"5230",5230,9,97,1,3,0
"35169",35169,355,18561,2,6,0
"47185",47185,488,29543,2,4,0
"20810",20810,201,3756,1,1,0
"30663",30663,310,19907,1,1,0
"42376",42376,430,26822,1,5,0
"22629",22629,227,14479,2,9,0
"20911",20911,201,13714,2,5,0
"27357",27357,275,5161,1,6,0
"55000",55000,590,1379,2,3,0
"12905",12905,101,7541,2,7,0
"26717",26717,268,17428,1,4,0
"53497",53497,573,9079,3,9,0
"5642",5642,16,3752,2,5,0
"27196",27196,274,17727,1,5,0
"24979",24979,257,16385,2,5,0
"2857",2857,410,1987,5,7,1
"1272",1272,177,909,4,3,1
"22555",22555,226,14892,3,2,0
"10067",10067,67,3814,2,8,0
"30904",30904,314,1397,2,8,0
"20692",20692,199,13586,1,7,0
"22402",22402,226,14757,3,2,0
"27122",27122,272,17688,1,3,0
"30291",30291,305,19629,2,4,0
"23439",23439,236,15328,3,0,0
"53167",53167,571,2649,2,6,0
"35170",35170,355,18561,1,7,0
"41383",41383,421,26354,1,6,0
"45748",45748,472,28695,2,6,0
"47895",47895,497,30074,3,2,0
"3390",3390,497,2309,3,9,1
"20878",20878,201,13698,1,6,0
"17116",17116,157,3829,2,9,0
"34161",34161,343,21882,1,5,0
"34124",34124,343,21854,2,2,0
"46149",46149,478,2809,3,8,0
"22549",22549,226,2114,4,0,0
"24118",24118,244,15766,2,6,0
"15547",15547,141,345,2,0,0
"28304",28304,286,18333,2,8,0
"21762",21762,214,14368,2,5,0
"19630",19630,186,2921,1,7,0
"47923",47923,497,30087,1,4,0
"3761",3761,558,2494,3,8,1
"1655",1655,239,500,4,3,1
"19813",19813,186,5075,1,2,0
"22546",22546,226,14888,1,2,0
"24865",24865,256,16305,3,9,0
"34315",34315,345,21992,4,0,0
"22559",22559,226,14895,3,0,0
"56268",56268,603,34359,1,1,0
"13995",13995,116,9056,1,8,0
"10239",10239,71,3053,1,7,0
"7667",7667,36,5164,1,7,0
"21840",21840,215,3700,2,7,0
"55777",55777,598,8347,2,2,0
"16573",16573,151,10675,3,2,0
"14643",14643,122,9382,3,8,0
"14914",14914,131,9528,2,8,0
"11928",11928,86,7679,1,5,0
"8983",8983,48,6080,1,1,0
"16137",16137,147,10317,2,6,0
"14526",14526,120,9297,2,4,0
"23831",23831,242,8702,1,7,0
"18306",18306,172,11940,2,7,0
"26827",26827,269,17493,2,3,0
"13791",13791,115,8895,1,4,0
"25049",25049,258,130,2,4,0
"24798",24798,256,16266,1,2,0
"2458",2458,349,1688,5,5,1
"32057",32057,324,20636,1,5,0
"46349",46349,479,29019,2,9,0
"5517",5517,13,3653,1,3,0
"7288",7288,32,4940,2,7,0
"15623",15623,142,9943,3,3,0
"43705",43705,442,3830,1,8,0
"1868",1868,265,64,4,6,1
"41187",41187,420,26283,2,7,0
"28627",28627,286,18519,1,5,0
"20698",20698,199,3387,2,8,0
"36025",36025,363,23115,2,2,0
"16708",16708,151,10793,2,1,0
"23808",23808,242,15536,1,4,0
"35257",35257,357,393,1,4,0
"52344",52344,558,1626,3,9,0
"46070",46070,476,28893,3,6,0
"35012",35012,352,22411,2,8,0
"22263",22263,222,1094,2,7,0
"53191",53191,571,33005,2,3,0
"6937",6937,28,4645,1,6,0
"14089",14089,116,9106,2,0,0
"31935",31935,322,5070,2,4,0
"56818",56818,609,3056,2,7,0
"45424",45424,471,12748,1,3,0
"1156",1156,154,10,4,0,1
"6738",6738,28,4497,3,0,0
"24274",24274,246,15885,1,9,0
"3945",3945,586,2609,3,2,1
"39744",39744,400,2837,3,0,0
"4650",4650,3,3003,1,3,0
"39956",39956,402,1722,2,0,0
"9487",9487,54,6424,2,4,0
"55886",55886,600,2957,1,5,0
"16171",16171,148,10347,2,5,0
"56532",56532,607,34502,2,8,0
"45762",45762,472,28703,2,6,0
"5923",5923,21,345,1,0,0
"37822",37822,382,24216,1,4,0
"2600",2600,365,1802,3,3,1
"52273",52273,556,343,2,5,0
"47324",47324,489,29648,1,6,0
"9275",9275,52,365,1,5,0
"14419",14419,120,9219,1,3,0
"16831",16831,151,10911,2,8,0
"9228",9228,52,6237,2,1,0
"26014",26014,263,1532,2,4,0
"15557",15557,142,9883,1,7,0
"45285",45285,469,28527,3,9,0
"49731",49731,521,31166,1,0,0
"11572",11572,80,304,1,8,0
"56410",56410,604,2312,2,4,0
"40929",40929,416,26117,2,8,0
"26341",26341,265,575,2,3,0
"53521",53521,573,8612,3,2,0
"40322",40322,410,25684,1,5,0
"34399",34399,345,22061,2,2,0
"10308",10308,72,358,1,4,0
"26903",26903,269,17563,2,3,0
"55740",55740,598,5032,2,7,0
"31246",31246,314,8538,2,2,0
"24701",24701,256,16198,2,0,0
"31915",31915,322,2957,1,6,0
"25205",25205,259,16523,3,1,0
"10496",10496,74,3901,1,5,0
"23148",23148,235,15199,2,1,0
"3063",3063,441,10,4,1,1
"48360",48360,501,9651,2,8,0
"6715",6715,28,4479,3,9,0
"132",132,9,114,5,4,1
"21910",21910,216,14461,3,3,0
"17966",17966,169,11703,2,7,0
"28402",28402,286,18381,2,9,0
"23294",23294,235,5064,1,5,0
"21493",21493,208,14186,2,4,0
"56173",56173,603,34306,2,0,0
"820",820,104,574,4,2,1
"45945",45945,475,352,2,0,0
"15322",15322,139,9769,1,9,0
"56702",56702,609,125,1,7,0
"53415",53415,571,33101,2,8,0
"23867",23867,242,15581,3,0,0
"49551",49551,518,7387,1,7,0
"49756",49756,521,31174,2,2,0
"19581",19581,186,12838,1,4,0
"6902",6902,28,4621,1,9,0
"14489",14489,120,9269,4,0,0
"34928",34928,352,22362,2,6,0
"40278",40278,410,25647,2,2,0
"34362",34362,345,22032,2,8,0
"50010",50010,525,170,4,1,0
"7788",7788,37,5235,3,9,0
"5511",5511,13,3647,2,3,0
"34170",34170,343,21886,2,7,0
"28857",28857,288,130,2,5,0
"16891",16891,152,10962,2,7,0
"23909",23909,242,15608,1,5,0
"25466",25466,260,16759,3,2,0
"34557",34557,347,3754,1,7,0
"1330",1330,186,951,5,0,1
"53164",53164,571,2549,1,6,0
"52922",52922,566,31441,2,7,0
"19982",19982,189,13062,2,5,0
"1799",1799,259,1284,3,1,1
"14475",14475,120,9259,4,0,0
"22479",22479,226,14828,1,7,0
"51603",51603,548,32122,1,7,0
"55487",55487,597,34141,2,6,0
"8542",8542,44,5776,1,7,0
"47985",47985,498,13,1,5,0
"11203",11203,77,5242,2,9,0
"42464",42464,430,2998,1,7,0
"36552",36552,371,23419,2,7,0
"16736",16736,151,10819,2,4,0
"40535",40535,410,25870,2,8,0
"6046",6046,25,3997,1,8,0
"5218",5218,9,3423,2,7,0
"35935",35935,363,13899,1,6,0
"56399",56399,604,34434,1,5,0
"32831",32831,334,2813,2,1,0
"35490",35490,359,22721,2,3,0
"16068",16068,147,10253,2,2,0
"20891",20891,201,155,4,0,0
"58",58,3,53,4,2,1
"8038",8038,40,304,1,8,0
"51562",51562,548,32094,1,3,0
"56609",56609,607,34568,2,2,0
"51990",51990,553,2385,2,9,0
"5302",5302,9,3482,2,9,0
"14760",14760,124,9467,1,6,0
"26858",26858,269,15829,3,0,0
"40875",40875,416,22185,3,0,0
"56107",56107,603,34264,3,0,0
"39417",39417,397,25125,2,3,0
"37582",37582,378,24062,2,9,0
"27233",27233,274,3243,1,2,0
"14928",14928,131,9537,2,1,0
"22568",22568,226,14903,2,4,0
"33959",33959,343,21711,1,8,0
"6067",6067,25,4014,2,3,0
"38771",38771,392,24658,1,0,0
"37866",37866,382,24251,3,2,0
"23785",23785,242,3375,3,1,0
"25490",25490,260,16778,1,3,0
"34156",34156,343,21879,2,8,0
"8080",8080,40,5412,2,9,0
"57209",57209,615,34757,1,6,0
"43142",43142,436,27363,1,5,0
"27387",27387,275,128,1,8,0
"33970",33970,343,21721,1,6,0
"2623",2623,369,1816,4,7,1
"3695",3695,548,2465,5,8,1
"11250",11250,77,169,2,3,0
"55455",55455,597,170,2,2,0
"28659",28659,286,18542,2,5,0
"19688",19688,186,12915,3,3,0
"18678",18678,176,12216,3,1,0
"3085",3085,444,64,4,6,1
"55880",55880,600,8282,1,7,0
"3348",3348,488,2274,4,0,1
"55736",55736,598,41,2,9,0
"16182",16182,148,10357,1,7,0
"25031",25031,258,27,1,5,0
"27101",27101,272,2998,1,1,0
"24992",24992,257,16391,1,2,0
"35062",35062,352,22432,1,4,0
"52590",52590,561,697,1,7,0
"6737",6737,28,4496,2,4,0
"7494",7494,34,5053,2,2,0
"16684",16684,151,10771,4,0,0
"17700",17700,164,11552,1,4,0
"10298",10298,72,3895,1,4,0
"46712",46712,483,169,1,3,0
"26534",26534,268,3808,2,5,0
"5750",5750,18,3814,2,8,0
"1514",1514,223,1098,5,6,1
"22572",22572,226,14905,2,3,0
"2853",2853,410,1983,4,1,1
"19157",19157,179,12554,1,6,0
"20577",20577,197,13504,2,8,0
"75",75,3,67,5,5,1
"9317",9317,52,6280,2,3,0
"7906",7906,38,41,2,9,0
"9492",9492,54,6429,2,2,0
"40226",40226,410,513,1,1,0
"47331",47331,489,29655,1,5,0
"15335",15335,139,9780,1,5,0
"30820",30820,311,181,3,0,0
"47180",47180,488,29538,1,3,0
"47849",47849,497,30045,2,7,0
"44061",44061,447,27786,2,3,0
"2001",2001,286,1408,5,8,1
"37741",37741,382,24165,3,1,0
"16136",16136,147,10316,2,2,0
"3640",3640,539,2426,3,3,1
"4030",4030,598,6,5,4,1
"29826",29826,298,44,3,1,0
"46179",46179,478,2970,1,6,0
"51640",51640,548,16064,2,7,0
"27042",27042,272,1366,2,2,0
"36431",36431,371,23339,1,5,0
"32868",32868,334,19352,1,4,0
"40877",40877,416,22187,1,2,0
"34",34,3,32,4,4,1
"42311",42311,430,2033,1,8,0
"29",29,3,27,4,6,1
"30508",30508,307,19822,1,6,0
"4101",4101,607,2672,3,0,1
"28478",28478,286,18431,2,2,0
"9746",9746,60,2675,2,4,0
"3808",3808,566,2408,3,9,1
"53413",53413,571,33100,2,6,0
"35529",35529,360,22758,1,5,0
"2917",2917,420,302,4,8,1
"55689",55689,598,2808,2,4,0
"33068",33068,335,9494,1,7,0
"56367",56367,604,34414,2,9,0
"15591",15591,142,9915,2,4,0
"19952",19952,189,13038,1,8,0
"35876",35876,363,23005,2,4,0
"57268",57268,616,28607,3,9,0
"16195",16195,148,10367,1,6,0
"10733",10733,75,7018,1,5,0
"2217",2217,314,1548,4,7,1
"35389",35389,359,22650,2,8,0
"50098",50098,526,2835,1,9,0
"23881",23881,242,15590,3,7,0
"51946",51946,553,32305,1,4,0
"53122",53122,571,13399,1,2,0
"14805",14805,128,9481,1,4,0
"25157",25157,259,16492,2,2,0
"37089",37089,378,23720,2,4,0
"2017",2017,286,1421,5,6,1
"25745",25745,260,16995,1,8,0
"52225",52225,556,5009,2,4,0
"23896",23896,242,15599,3,1,0
"52735",52735,563,32751,1,5,0
"50336",50336,529,3540,1,6,0
"54947",54947,589,33955,2,6,0
"36146",36146,365,23177,1,6,0
"3110",3110,447,2139,5,5,1
"44006",44006,447,27773,3,3,0
"19549",19549,186,12818,2,1,0
"32036",32036,324,20620,1,5,0
"34927",34927,352,9369,2,9,0
"6795",6795,28,4545,2,1,0
"16009",16009,147,10211,1,5,0
"48521",48521,503,432,1,2,0
"25454",25454,260,16747,2,9,0
"3843",3843,571,1394,4,7,1
"32830",32830,334,2809,1,8,0
"35536",35536,360,22765,2,4,0
"26738",26738,268,15258,1,4,0
"8530",8530,44,5766,1,5,0
"26330",26330,265,343,2,8,0
"958",958,128,672,5,5,1
"10126",10126,67,2134,2,7,0
"37469",37469,378,23981,2,6,0
"20794",20794,201,8213,4,1,0
"3722",3722,553,2478,4,4,1
"4300",4300,3,2797,2,2,0
"51917",51917,553,300,3,1,0
"52177",52177,556,2805,1,7,0
"10640",10640,75,483,2,6,0
"34095",34095,343,21826,2,3,0
"46365",46365,479,29035,2,6,0
"2165",2165,311,1525,4,5,1
"20575",20575,197,13504,2,5,0
"35025",35025,352,9384,3,9,0
"36468",36468,371,23371,2,7,0
"1797",1797,258,11,5,6,1
"7431",7431,34,5005,2,6,0
"34037",34037,343,21776,2,1,0
"2938",2938,421,2051,4,5,1
"22615",22615,227,14473,2,0,0
"43783",43783,444,11007,1,6,0
"6086",6086,25,4031,1,0,0
"32889",32889,334,3818,1,6,0
"22605",22605,227,14922,3,9,0
"56165",56165,603,34299,1,1,0
"30212",30212,303,19585,1,6,0
"53171",53171,571,18272,3,1,0
"55693",55693,598,2813,1,1,0
"34391",34391,345,22056,3,0,0
"31923",31923,322,671,1,8,0
"3318",3318,483,349,2,1,1
"23161",23161,235,15208,1,6,0
"31118",31118,314,20064,1,0,0
"47162",47162,488,29524,2,7,0
"44055",44055,447,24565,2,8,0
"12866",12866,101,2835,1,4,0
"28444",28444,286,18412,1,4,0
"37086",37086,378,23718,1,7,0
"8041",8041,40,467,2,5,0
"28602",28602,286,18505,2,7,0
"16313",16313,148,10458,1,3,0
"1558",1558,227,617,3,9,1
"3704",3704,548,2470,5,6,1
"38745",38745,392,24638,1,2,0
"14093",14093,116,8629,2,0,0
"7661",7661,36,5158,3,8,0
"44928",44928,464,6656,1,6,0
